0.1	3.410671586
0.2	5.526886138
0.3	6.729025572
0.4	7.934642379
0.5	8.711585621
0.6	9.30202839
0.7	9.675586321
0.8	10.10564643
0.9	10.40395337
1	11.21040198
1.1	11.69755803
1.2	11.42520889
1.3	12.07161839
1.4	12.41767397
1.5	11.87521345
1.6	12.44128788
1.7	12.61770517
1.8	12.9911773
1.9	12.59893579
2	12.58484192
2.1	13.01084981
2.2	13.53511917
2.3	13.08149867
2.4	13.26788326
2.5	13.2717594
2.6	13.87043569
2.7	13.69532572
2.8	13.90761151
2.9	14.14490451
3	13.78828741
3.1	13.67841774
3.2	13.51286647
3.3	13.95278104
3.4	13.92933095
3.5	14.0238488
3.6	13.7958155
3.7	14.29491237
3.8	14.11675422
3.9	14.17188431
4	14.52331266
4.1	13.72950204
4.2	14.20089681
4.3	14.29417004
4.4	14.31072544
4.5	14.32044723
4.6	14.34901017
4.7	13.92912015
4.8	14.40292386
4.9	14.27780692
5	14.87978996
5.1	14.73853434
5.2	14.63732596
5.3	14.59527702
5.4	14.6977572
5.5	14.14785288
5.6	14.76297926
5.7	14.82629373
5.8	14.86447426
5.9	14.13361084
6	14.84816892
6.1	14.3056782
6.2	14.72897745
6.3	14.52607968
6.4	14.92639034
6.5	14.40886963
6.6	14.37838539
6.7	14.25604962
6.8	14.85734921
6.9	14.62183327
7	14.83704709
7.1	15.14680695
7.2	14.43496835
7.3	14.2950058
7.4	14.54964319
7.5	14.81476178
7.6	14.32027476
7.7	15.23875127
7.8	14.54663535
7.9	14.80010644
8	14.64299387
8.1	15.10944647
8.2	14.85206244
8.3	15.10491616
8.4	14.79645407
8.5	14.59152278
8.6	14.73425575
8.7	14.40132289
8.8	14.74333456
8.9	15.28226875
9	15.08598914
9.1	14.76048205
9.2	15.2737971
9.3	14.79143131
9.4	14.42898221
9.5	14.84894452
9.6	14.77114831
9.7	14.98404778
9.8	14.81623161
9.9	14.81940413
10	15.07389956
